EnsemblID,EnsemblID_base,Symbol,gene_type,U2_effect_supported_DE,OpenTargets_target_ID,tractability_retrieval_status,tractability_record_count,tractability_true_assessment_count,tractability_true_SM_count,tractability_true_AB_count,tractability_true_PR_count,tractability_true_OC_count,tractability_true_assessment_ids_by_modality_json,safety_retrieval_status,safety_liability_record_count,source_name,source_release
ENSG00000114854.7,ENSG00000114854,TNNC1,protein_coding,TRUE,ENSG00000114854,TRACTABILITY_RECORD_PRESENT,28,7,5,0,2,0,"{""PR"":[""Database Ubiquitination"",""Small Molecule Binder""],""SM"":[""Advanced Clinical"",""Druggable Family"",""High-Quality Ligand"",""High-Quality Pocket"",""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000182255.6,ENSG00000182255,KCNA4,protein_coding,TRUE,ENSG00000182255,TRACTABILITY_RECORD_PRESENT,28,8,3,3,2,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""PR"":[""Half-life Data"",""Small Molecule Binder""],""SM"":[""Approved Drug"",""Druggable Family"",""High-Quality Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000269186.1,ENSG00000269186,LINC01082,lincRNA,TRUE,ENSG00000269186,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000176771.16,ENSG00000176771,NCKAP5,protein_coding,TRUE,ENSG00000176771,TRACTABILITY_RECORD_PRESENT,28,1,0,1,0,0,"{""AB"":[""Human Protein Atlas loc""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000228401.4,ENSG00000228401,HSPC324,antisense,TRUE,ENSG00000228401,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000168539.3,ENSG00000168539,CHRM1,protein_coding,TRUE,ENSG00000168539,TRACTABILITY_RECORD_PRESENT,28,9,4,3,2,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""],""PR"":[""Half-life Data"",""Small Molecule Binder""],""SM"":[""Approved Drug"",""Druggable Family"",""High-Quality Ligand"",""Structure with Ligand""]}",SAFETY_RECORD_PRESENT,48,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000105538.9,ENSG00000105538,RASIP1,protein_coding,TRUE,ENSG00000105538,TRACTABILITY_RECORD_PRESENT,28,2,1,0,1,0,"{""PR"":[""Database Ubiquitination""],""SM"":[""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000171132.13,ENSG00000171132,PRKCE,protein_coding,TRUE,ENSG00000171132,TRACTABILITY_RECORD_PRESENT,28,11,4,3,3,1,"{""AB"":[""GO CC high conf"",""Human Protein Atlas loc"",""UniProt loc high conf""],""OC"":[""Advanced Clinical""],""PR"":[""Database Ubiquitination"",""Half-life Data"",""Small Molecule Binder""],""SM"":[""Approved Drug"",""Druggable Family"",""High-Quality Ligand"",""Structure with Ligand""]}",SAFETY_RECORD_PRESENT,3,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000268505.1,ENSG00000268505,RP11-805I24.3,lincRNA,TRUE,ENSG00000268505,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000189129.13,ENSG00000189129,PLAC9,protein_coding,TRUE,ENSG00000189129,TRACTABILITY_RECORD_PRESENT,28,3,0,3,0,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000226239.1,ENSG00000226239,RP1-310O13.7,antisense,TRUE,ENSG00000226239,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000198844.10,ENSG00000198844,ARHGEF15,protein_coding,TRUE,ENSG00000198844,TRACTABILITY_RECORD_PRESENT,28,2,0,1,1,0,"{""AB"":[""Human Protein Atlas loc""],""PR"":[""UniProt Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000249751.3,ENSG00000249751,ECSCR,protein_coding,TRUE,ENSG00000249751,TRACTABILITY_RECORD_PRESENT,28,4,0,4,0,0,"{""AB"":[""GO CC high conf"",""Human Protein Atlas loc"",""UniProt SigP or TMHMM"",""UniProt loc med conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000168952.15,ENSG00000168952,STXBP6,protein_coding,TRUE,ENSG00000168952,TRACTABILITY_RECORD_PRESENT,28,3,0,1,2,0,"{""AB"":[""UniProt loc high conf""],""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000073754.5,ENSG00000073754,CD5L,protein_coding,TRUE,ENSG00000073754,TRACTABILITY_RECORD_PRESENT,28,3,0,3,0,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000155897.9,ENSG00000155897,ADCY8,protein_coding,TRUE,ENSG00000155897,TRACTABILITY_RECORD_PRESENT,28,7,1,4,2,0,"{""AB"":[""GO CC high conf"",""Human Protein Atlas loc"",""UniProt SigP or TMHMM"",""UniProt loc med conf""],""PR"":[""Half-life Data"",""Small Molecule Binder""],""SM"":[""High-Quality Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000279686.1,ENSG00000279686,AC142391.3,protein_coding,TRUE,ENSG00000279686,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000268388.5,ENSG00000268388,FENDRR,lincRNA,TRUE,ENSG00000268388,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000139304.12,ENSG00000139304,PTPRQ,protein_coding,TRUE,ENSG00000139304,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000198873.11,ENSG00000198873,GRK5,protein_coding,TRUE,ENSG00000198873,TRACTABILITY_RECORD_PRESENT,28,8,3,3,2,0,"{""AB"":[""GO CC high conf"",""Human Protein Atlas loc"",""UniProt loc med conf""],""PR"":[""Database Ubiquitination"",""Small Molecule Binder""],""SM"":[""Druggable Family"",""High-Quality Ligand"",""Structure with Ligand""]}",SAFETY_RECORD_PRESENT,1,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000047648.21,ENSG00000047648,ARHGAP6,protein_coding,TRUE,ENSG00000047648,TRACTABILITY_RECORD_PRESENT,28,1,0,0,1,0,"{""PR"":[""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000254943.1,ENSG00000254943,RP11-664I21.6,antisense,TRUE,ENSG00000254943,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000250174.5,ENSG00000250174,MYLK-AS2,antisense,TRUE,NOT_FOUND,TARGET_NOT_MAPPED,0,0,0,0,0,0,{},TARGET_NOT_MAPPED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000161835.10,ENSG00000161835,GRASP,protein_coding,TRUE,ENSG00000161835,TRACTABILITY_RECORD_PRESENT,28,3,0,2,1,0,"{""AB"":[""GO CC med conf"",""UniProt loc med conf""],""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000248924.2,ENSG00000248924,RP11-481K16.2,transcribed_processed_pseudogene,TRUE,ENSG00000248924,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000103241.6,ENSG00000103241,FOXF1,protein_coding,TRUE,ENSG00000103241,TRACTABILITY_RECORD_PRESENT,28,1,0,0,1,0,"{""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000164849.9,ENSG00000164849,GPR146,protein_coding,TRUE,ENSG00000164849,TRACTABILITY_RECORD_PRESENT,28,4,1,3,0,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""SM"":[""Druggable Family""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000261371.5,ENSG00000261371,PECAM1,protein_coding,TRUE,ENSG00000261371,TRACTABILITY_RECORD_PRESENT,28,5,0,3,2,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000204305.13,ENSG00000204305,AGER,protein_coding,TRUE,ENSG00000204305,TRACTABILITY_RECORD_PRESENT,28,10,4,4,2,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf"",""UniProt loc med conf""],""PR"":[""Small Molecule Binder"",""UniProt Ubiquitination""],""SM"":[""Advanced Clinical"",""High-Quality Ligand"",""High-Quality Pocket"",""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000187950.8,ENSG00000187950,OVCH1,protein_coding,TRUE,ENSG00000187950,TRACTABILITY_RECORD_PRESENT,28,3,0,3,0,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000111052.7,ENSG00000111052,LIN7A,protein_coding,TRUE,ENSG00000111052,TRACTABILITY_RECORD_PRESENT,28,4,0,2,2,0,"{""AB"":[""GO CC high conf"",""UniProt loc med conf""],""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000233766.7,ENSG00000233766,AC098617.1,antisense,TRUE,ENSG00000233766,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000181072.11,ENSG00000181072,CHRM2,protein_coding,TRUE,ENSG00000181072,TRACTABILITY_RECORD_PRESENT,28,9,4,4,1,0,"{""AB"":[""GO CC high conf"",""Human Protein Atlas loc"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""PR"":[""Small Molecule Binder""],""SM"":[""Approved Drug"",""Druggable Family"",""High-Quality Ligand"",""Structure with Ligand""]}",SAFETY_RECORD_PRESENT,40,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000168481.8,ENSG00000168481,LGI3,protein_coding,TRUE,ENSG00000168481,TRACTABILITY_RECORD_PRESENT,28,3,0,3,0,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000167434.9,ENSG00000167434,CA4,protein_coding,TRUE,ENSG00000167434,TRACTABILITY_RECORD_PRESENT,28,8,4,3,1,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""PR"":[""Small Molecule Binder""],""SM"":[""Approved Drug"",""Druggable Family"",""High-Quality Ligand"",""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000213853.9,ENSG00000213853,EMP2,protein_coding,TRUE,ENSG00000213853,TRACTABILITY_RECORD_PRESENT,28,4,0,4,0,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf"",""UniProt loc med conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000137878.16,ENSG00000137878,GCOM1,protein_coding,TRUE,ENSG00000137878,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000257607.1,ENSG00000257607,RP11-449P15.1,antisense,TRUE,ENSG00000257607,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000258168.5,ENSG00000258168,RP11-588H23.3,antisense,TRUE,ENSG00000258168,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000237923.1,ENSG00000237923,XXbac-BPG27H4.8,lincRNA,TRUE,ENSG00000237923,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000133121.20,ENSG00000133121,STARD13,protein_coding,TRUE,ENSG00000133121,TRACTABILITY_RECORD_PRESENT,28,3,1,1,1,0,"{""AB"":[""UniProt loc med conf""],""PR"":[""Database Ubiquitination""],""SM"":[""High-Quality Pocket""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000107742.12,ENSG00000107742,SPOCK2,protein_coding,TRUE,ENSG00000107742,TRACTABILITY_RECORD_PRESENT,28,4,0,3,1,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""PR"":[""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000233746.1,ENSG00000233746,LINC00656,lincRNA,TRUE,ENSG00000233746,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000260908.1,ENSG00000260908,CTB-134H23.3,transcribed_unprocessed_pseudogene,TRUE,ENSG00000260908,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000128268.11,ENSG00000128268,MGAT3,protein_coding,TRUE,ENSG00000128268,TRACTABILITY_RECORD_PRESENT,28,4,1,1,2,0,"{""AB"":[""UniProt SigP or TMHMM""],""PR"":[""Database Ubiquitination"",""Small Molecule Binder""],""SM"":[""High-Quality Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000123119.11,ENSG00000123119,NECAB1,protein_coding,TRUE,ENSG00000123119,TRACTABILITY_RECORD_PRESENT,28,1,0,0,1,0,"{""PR"":[""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000104967.6,ENSG00000104967,NOVA2,protein_coding,TRUE,ENSG00000104967,TRACTABILITY_RECORD_PRESENT,28,2,0,0,2,0,"{""PR"":[""Half-life Data"",""UniProt Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000257002.1,ENSG00000257002,AP000438.2,antisense,TRUE,ENSG00000257002,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000232188.1,ENSG00000232188,RP11-312J18.6,lincRNA,TRUE,ENSG00000232188,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000159708.17,ENSG00000159708,LRRC36,protein_coding,TRUE,ENSG00000159708,TRACTABILITY_RECORD_PRESENT,28,1,0,0,1,0,"{""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000032444.15,ENSG00000032444,PNPLA6,protein_coding,TRUE,ENSG00000032444,TRACTABILITY_RECORD_PRESENT,28,3,0,1,2,0,"{""AB"":[""UniProt SigP or TMHMM""],""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000142748.12,ENSG00000142748,FCN3,protein_coding,TRUE,ENSG00000142748,TRACTABILITY_RECORD_PRESENT,28,5,2,3,0,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""],""SM"":[""High-Quality Pocket"",""Structure with Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000114654.7,ENSG00000114654,EFCC1,protein_coding,TRUE,ENSG00000114654,TRACTABILITY_RECORD_PRESENT,28,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000105339.10,ENSG00000105339,DENND3,protein_coding,TRUE,ENSG00000105339,TRACTABILITY_RECORD_PRESENT,28,1,0,0,1,0,"{""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000179776.17,ENSG00000179776,CDH5,protein_coding,TRUE,ENSG00000179776,TRACTABILITY_RECORD_PRESENT,28,4,0,4,0,0,"{""AB"":[""GO CC high conf"",""Human Protein Atlas loc"",""UniProt SigP or TMHMM"",""UniProt loc high conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000166292.11,ENSG00000166292,TMEM100,protein_coding,TRUE,ENSG00000166292,TRACTABILITY_RECORD_PRESENT,28,4,0,3,1,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""],""PR"":[""Database Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000164764.10,ENSG00000164764,SBSPON,protein_coding,TRUE,ENSG00000164764,TRACTABILITY_RECORD_PRESENT,28,3,0,3,0,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000169252.5,ENSG00000169252,ADRB2,protein_coding,TRUE,ENSG00000169252,TRACTABILITY_RECORD_PRESENT,28,11,5,4,2,0,"{""AB"":[""GO CC high conf"",""Human Protein Atlas loc"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""PR"":[""Small Molecule Binder"",""UniProt Ubiquitination""],""SM"":[""Approved Drug"",""Druggable Family"",""High-Quality Ligand"",""High-Quality Pocket"",""Structure with Ligand""]}",SAFETY_RECORD_PRESENT,26,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000022267.16,ENSG00000022267,FHL1,protein_coding,TRUE,ENSG00000022267,TRACTABILITY_RECORD_PRESENT,28,4,0,1,3,0,"{""AB"":[""GO CC high conf""],""PR"":[""Database Ubiquitination"",""Half-life Data"",""UniProt Ubiquitination""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000092295.11,ENSG00000092295,TGM1,protein_coding,TRUE,ENSG00000092295,TRACTABILITY_RECORD_PRESENT,28,6,2,2,2,0,"{""AB"":[""GO CC high conf"",""Human Protein Atlas loc""],""PR"":[""Database Ubiquitination"",""Small Molecule Binder""],""SM"":[""Druggable Family"",""High-Quality Ligand""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000183019.7,ENSG00000183019,MCEMP1,protein_coding,TRUE,ENSG00000183019,TRACTABILITY_RECORD_PRESENT,28,4,0,3,1,0,"{""AB"":[""GO CC high conf"",""Human Protein Atlas loc"",""UniProt SigP or TMHMM""],""PR"":[""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000254951.7,ENSG00000254951,RP11-494M8.4,sense_overlapping,TRUE,ENSG00000254951,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000227954.6,ENSG00000227954,TARID,antisense,TRUE,ENSG00000227954,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000234892.1,ENSG00000234892,Z82214.2,antisense,TRUE,ENSG00000234892,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000179133.12,ENSG00000179133,C10orf67,protein_coding,TRUE,ENSG00000179133,TRACTABILITY_RECORD_PRESENT,28,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000134917.9,ENSG00000134917,ADAMTS8,protein_coding,TRUE,ENSG00000134917,TRACTABILITY_RECORD_PRESENT,28,3,0,3,0,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc med conf""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000248138.5,ENSG00000248138,RP11-446J8.1,antisense,TRUE,ENSG00000248138,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000246430.6,ENSG00000246430,LINC00968,lincRNA,TRUE,ENSG00000246430,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000134256.12,ENSG00000134256,CD101,protein_coding,TRUE,ENSG00000134256,TRACTABILITY_RECORD_PRESENT,28,3,0,2,1,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM""],""PR"":[""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000171509.15,ENSG00000171509,RXFP1,protein_coding,TRUE,ENSG00000171509,TRACTABILITY_RECORD_PRESENT,28,6,1,3,1,1,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""OC"":[""Advanced Clinical""],""PR"":[""Small Molecule Binder""],""SM"":[""Druggable Family""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000092421.16,ENSG00000092421,SEMA6A,protein_coding,TRUE,ENSG00000092421,TRACTABILITY_RECORD_PRESENT,28,5,0,3,2,0,"{""AB"":[""GO CC med conf"",""UniProt SigP or TMHMM"",""UniProt loc high conf""],""PR"":[""Database Ubiquitination"",""Half-life Data""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000259417.2,ENSG00000259417,LINC01314,protein_coding,TRUE,ENSG00000259417,TARGET_PRESENT_NO_TRACTABILITY_RECORD_RETURNED,0,0,0,0,0,0,{},TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
ENSG00000150048.10,ENSG00000150048,CLEC1A,protein_coding,TRUE,ENSG00000150048,TRACTABILITY_RECORD_PRESENT,28,2,0,2,0,0,"{""AB"":[""GO CC high conf"",""UniProt SigP or TMHMM""]}",TARGET_PRESENT_NO_SAFETY_RECORD_RETURNED,0,OPEN_TARGETS_PLATFORM_GRAPHQL,26.06
